regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
EF32-3;Hammer Drive Zinc Alloy 6 x 50mm 100 p;279.00;199.00;228.85;320.85;efe;
EF32-4;Hammer Drive Zink Alloy 6 x 65mm / 100;340.19;230.00;264.5;391.2185;efe;
EF33-1;Nail-in Anchors - 8 x 80mm / 50;119.00;83.00;95.45;136.85;efe;
EF33-2;Nail In Anchors - 8 x 100mm / 50;84.00;58.50;67.275;96.6;efe;
EF33-3;Nail-in Anchors - 6 x 70mm / 100;115.00;106.20;122.13;132.25;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 46;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;ELECTRIC FENCE - HT CABLE;;;0;0;efe;
EF19-2;HT Cable - 3 Core 100m Black;1675.76;1175.00;1351.25;1927.124;efe;
EF19-4;HT Cable - 4 Core 100m Slimline Black;1797.77;1260.00;1449;2067.4355;efe;
EF19-5;HT Cable - Aluminium 100m Solid Black;520.78;365.00;419.75;598.897;efe;
EF20-2;HT Cable - Slimline 100m Black SS 316;663.46;465.00;534.75;762.979;efe;
EF20-3;HT Cable - Slimline 100m White;784.80;550.00;632.5;902.52;efe;
EF20-4;HT Cable Underground 1.6mm 25m;212.98;136.00;156.4;244.927;efe;
EF20-5;HT Cable Underground 1.6mm 50m;378.97;242.00;278.3;435.8155;efe;
EF20-6;HT Cable Underground 1.6mm 100m;759.51;485.00;557.75;873.4365;efe;
EF20-7;HT Cable Underground 2.5mm 100m;978.75;625.00;718.75;1125.5625;efe;
EF20-8;HT Cable Underground 2.5mm 25m;289.71;185.00;212.75;333.1665;efe;
EF20-9;HT Cable Underground 2.5mm 50m;508.95;325.00;373.75;585.2925;efe;
EF21;HT Cable - Slimline 100m Black;765.00;535.00;615.25;879.75;efe;
EF21-2;HT Cable - Slimline 30m Black;242.60;173.00;198.95;278.99;efe;
EF84;Silicone Tape - Alcolin - Black;130.00;91.00;104.65;149.5;efe;
EF84-1;Silicone Tape - Alcolin - white;122.00;90.60;104.19;140.3;efe;
EF34;Sliding Gate Contact / Set;138.50;99.50;114.425;159.275;efe;
EF34-1;Sliding Gate Contact / In-line;389.80;280.00;322;448.27;efe;
EF34-4;Sliding Gate Contact / In-Line Brass;403.70;290.00;333.5;464.255;efe;
EF34-5;Sliding Gate Contact / In-Line 3 Way;542.90;390.00;448.5;624.335;efe;
EF34-6;Sliding Gate Contact - Universal Bracket;250.00;175.00;201.25;287.5;efe;
;ELECTRIC FENCE SOLAR;;;0;0;efe;
PS44;Solar Bracket - Alum Box Mnt for 20-140W;806.06;545.00;626.75;926.969;efe;
PS45;Solar Regulator 12V/24V 20Amp;688.00;481.00;553.15;791.2;efe;
PS45-3;Solar Regulator - 12VDC 10Amp 140 Watt;613.79;415.00;477.25;705.8585;efe;
PS45-7;Sola-Prod 15A MPPT Controller;1215.00;850.00;977.5;1397.25;efe;
PS47;Solar Module - 20 Watt incl Junction Box;458.00;320.00;368;526.7;efe;
PS47-6;Solar Panel - 45 Watt incl Junction Box;983.54;665.00;764.75;1131.071;efe;
PS47-3;Solar Panel - 90 Watt incl Junction Box;1909.00;1336.00;1536.4;2195.35;efe;
PS47-4;Solar Panel - 140 Watt incl Junction Box;2093.00;1465.00;1684.75;2406.95;efe;
PS85-1;Portable Battery Box 1 - 2 x 12V 2 x USB;2176.74;1390.00;1598.5;2503.251;efe;
PS85-2;Portable Battery Box 2 - 1 x 12V 2 x USB;1986.00;1390.00;1598.5;2283.9;efe;
;ELECTRIC FENCE POLES - AGRI;;;0;0;efe;
EF47-10;Free Standing Y-Picket Pole 2.4m HDG 8mm;276.84;172.00;197.8;318.366;efe;
EF47-11;Free Standing Y-Picket Pole 3.0m Bitumin;276.84;172.00;197.8;318.366;efe;
EF47-12;Free Standing Y-Picket Pole 3.0m HDG 8mm;352.49;219.00;251.85;405.3635;efe;
EF47-14;Free Standing Y-Picket Pole 3m HDG 11mm;339.60;211.00;242.65;390.54;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 47;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;ELECTRIC FENCE ACCESSORIES - AGRI;;;0;0;efe;
EF66-1;Offset Bracket Double 225mm;9.30;5.95;6.8425;10.695;efe;
EF66-2;Offset Bracket Single 450mm;9.33;5.95;6.8425;10.7295;efe;
EF66-3;Offset Bracket Single 225mm;6.65;4.25;4.8875;7.6475;efe;
EF66-4;Offset Bracket Double 350mm;11.35;7.25;8.3375;13.0525;efe;
EF66-5;Offset Bracket Triple 240mm;12.62;8.10;9.315;14.513;efe;
EF66-6;Free Standing - Offset - Anti-Dig;16.93;10.80;12.42;19.4695;efe;
EF26-10;Insulator - Ring - Long Arm Screw 190mm;12.38;7.90;9.085;14.237;efe;
EF26-11;Insulator - Screw on Bar - Black;6.80;4.75;5.4625;7.82;efe;
EF29-10;Insulator - End & Corner Post 12-40mm Wh;22.24;14.20;16.33;25.576;efe;
EF29-11;Insulator - Intermediate - 12-40mm White;7.75;4.95;5.6925;8.9125;efe;
EF29-12;Insulator - Tape- Screw 40mm;6.38;4.15;4.7725;7.337;efe;
EF29-13;Insulator - Thick Poly Wire/Rope - White;3.10;1.95;2.2425;3.565;efe;
EF29-14;Sleeve - Gum Pole - Wire Insulator - 10m;119.02;76.00;87.4;136.873;efe;
EF29-16;Poly Tape - Joiner 40mm - 70 x 50mm;22.71;14.50;16.675;26.1165;efe;
EF29-17;Poly Tape - Buckle 40mm - 60 x 60mm;20.20;12.90;14.835;23.23;efe;
EF29-18;Gate Handle - Blue (SS Spring);44.63;28.50;32.775;51.3245;efe;
EF29-19;Gate Handle Plastic Only - Blue;26.00;17.90;20.585;29.9;efe;
EF29-20;Gate Spring Only - Galv 3 Meter;106.49;68.00;78.2;122.4635;efe;
EF29-21;Gate Handle Only - Blue With Spring;105.71;67.50;77.625;121.5665;efe;
EF29-22;Poly Tape-Actuator T-Pcs-3Hole Gate Ass;24.20;16.90;19.435;27.83;efe;
EF29-23;Gate Handle Kit - Tape 40mm x 4m;144.07;92.00;105.8;165.6805;efe;
EF29-24;Flexi Gate System - 3.5m - 7m;157.90;110.50;127.075;181.585;efe;
EF29-25;Flexi Gate System - 5.5m - 11m;185.00;129.50;148.925;212.75;efe;
EF42-10;Wire Strainer-In Line - Heavy Duty - HDG;34.14;21.80;25.07;39.261;efe;
EF42-11;Wire Strainer Insulated - Heavy Duty HDG;60.92;38.90;44.735;70.058;efe;
EF42-12;Wire Strainer Porcelain - Heavy Duty HDG;66.56;42.50;48.875;76.544;efe;
EF47;Insulator - Y Std black;1.79;1.14;1.311;2.0585;efe;
EF47-3;Insulator - Picket with Clip - Black;2.20;1.39;1.5985;2.53;efe;
EF47-4;Insulator - Dual Pin Picket;5.29;3.38;3.887;6.0835;efe;
EF29-15;Y- Picket Insulated Cap;9.24;5.90;6.785;10.626;efe;
EF29-35;Y-Picket Fastner Clip with M6 Nut & Bolt;2.51;1.60;1.84;2.8865;efe;
EF29-37;Y-Picket Rope Star Insulated Cap;8.30;5.30;6.095;9.545;efe;
EF63-10;Poly Wire - Vario SS6;399.33;255.00;293.25;459.2295;efe;
EF63-11;Poly Wire - Blue MIX3 - 200m;228.00;159.00;182.85;262.2;efe;
EF63-12;Poly Wire - Blue MIX3 - 400m;452.00;316.00;363.4;519.8;efe;
EF63-3;Poly Wire - Blue MIX6 - 400m;615.00;430.00;494.5;707.25;efe;
EF63-13;Poly Rope - White MIX6 - 200m;853.47;545.00;626.75;981.4905;efe;
EF63-14;Poly Tape - MIX 12mm - 200m;400.00;280.00;322;460;efe;
EF63-15;Poly Tape - MIX 20mm - 200m;524.61;335.00;385.25;603.3015;efe;
EF63-16;Poly Tape - MIX 20mm - 400m;1244.97;795.00;914.25;1431.7155;efe;
EF63-17;Poly Tape - MIX 40mm - 200m;750.00;525.00;603.75;862.5;efe;
EF63-22;Poly Tape - Mix 12mm 400m;783.00;500.00;575;900.45;efe;
EF63-23;Poly Tape - Mix 20mm 500m;1050.00;735.00;845.25;1207.5;efe;
EF63-24;Flexi Rope 8mm UV 50m;931.77;595.00;684.25;1071.5355;efe;
EF63-18;Fibre Rod-1250mm*10mm;29.30;20.50;23.575;33.695;efe;
EF63-19;Fibre Rod-1500mm*10mm;35.00;24.00;27.6;40.25;efe;
EF29-29;Poly Post 1.2m Step In White HD;60.00;41.50;47.725;69;efe;
EF63-6;Spring Clip - 10mm Rod - Gold;4.08;2.75;3.1625;4.692;efe;
EF83-2;Reel Holder - ABS-Alu Frame Geared 1:1;681.21;435.00;500.25;783.3915;efe;
EF83-3;Reel Holder - ABS-Alu Frame Geared 3:1;775.17;495.00;569.25;891.4455;efe;
EF83;Spinning Jenny - 2.24 Wire Dispenser;1863.54;1190.00;1368.5;2143.071;efe;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 48;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
ACCESS CONTROL;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
;ELOCK MAGLOCKS AND BRACKETS;;;0;0;;
LK117;elock In Maglock 136kg 12 VDC;879.00;583.00;670.45;1010.85;acc;
LK117-1;elock ZL Bracket for LK117;415.00;274.00;315.1;477.25;acc;
LK117-2;elock L Bracket for LK117;263.00;179.00;205.85;302.45;acc;
LK117-3;elock Bracket U for SP300 LK117 Maglock;292.00;199.00;228.85;335.8;acc;
LK118;elock In Maglock 272kg 12-24 VDC Monitor;1023.00;698.00;802.7;1176.45;acc;
LK118-1;elock ZL Bracket for LK118;439.00;299.00;343.85;504.85;acc;
LK118-2;elock L Bracket for LK118;297.00;198.00;227.7;341.55;acc;
LK118-3;elock U Bracket for LK118;299.00;235.00;270.25;343.85;acc;
LK119;elock In Maglock 544kg 12-24 VDC Monitor;2198.00;1499.00;1723.85;2527.7;acc;
LK119-1;elock ZL Bracket for LK119;837.00;599.00;688.85;962.55;acc;
LK119-2;elock L Bracket for LK119;437.00;298.00;342.7;502.55;acc;
LK120;SP Bolt Action Lock-Fail Safe;1568.00;1069.00;1229.35;1803.2;acc;
LK120-1;Bracket Surface Mnt for LK120 Bolt lock;560.00;380.00;437;644;acc;
LK121;SP Bolt Action Lock-Fail Secure;2201.00;1659.00;1907.85;2531.15;acc;
LK124-1;Surface Mount Electric Dead Bolt Lock FS;1154.00;798.00;917.7;1327.1;acc;
LK126;elock Out Maglock S/less Steel 360kg 12-;2299.00;1569.00;1804.35;2643.85;acc;
LK127;elock Out Maglock S/less Steel 544kg 12-;3174.00;2166.00;2490.9;3650.1;acc;
LK128;elock Z Bracket for LK126 LK127;658.00;449.00;516.35;756.7;acc;
LK128-1;elock L Bracket for LK126 LK127;556.00;379.00;435.85;639.4;acc;
LK130;SP Maglock-Shearlock 1200kg 12/24VDC;2618.00;1977.00;2273.55;3010.7;acc;
LK132;SP Mini Maglock 80kg 12VDC;806.00;549.00;631.35;926.9;acc;
LK133;Mag Door Holder 65kg Wall Mnt 12/24VDC F;875.00;597.00;686.55;1006.25;acc;
LK133-1;Mag Door Holder 65kg Wall or Floor Mnt 1;771.00;526.00;604.9;886.65;acc;
DOOR CLOSERS;;;;0;0;efe;
LK94;Door Closer Light Duty 25-45Kg Hold Open;439.00;299.00;343.85;504.85;acc;
LK94-2;Door Closer Heavy Duty 40-65Kg;1463.00;998.00;1147.7;1682.45;acc;
LK94-4;Door Closer Medium Duty 25-45Kg;571.00;389.00;447.35;656.65;acc;
LK94-5;Door Closer Heavy Duty Hold Open Arm;280.00;191.00;219.65;322;acc;
ELECTRIC STRIKE LOCKS;;;;0;0;efe;
LK17;Electric Strike - Continuous Std;350.00;245.00;281.75;402.5;acc;
LK18;Electric Strike - Housing AC/SB;202.00;141.00;162.15;232.3;acc;
LK20;Electric Strike - Pre-impulse;360.90;252.60;290.49;415.035;acc;
LK20-1;Electric Strike - Surface Mount Std;417.00;291.70;335.455;479.55;acc;
LK21;Electric Strike - Surface Mount Plate;123.00;89.00;102.35;141.45;acc;
LK20-3;Electric Strike Kit 15mm DC;883.60;635.00;730.25;1016.14;acc;
LK20-4;Electric Strike Kit 15mm A/C;1000.00;700.00;805;1150;acc;
LK20-6;Electric Strike Kit 25mm A/C;1018.90;713.20;820.18;1171.735;acc;
DOOR OPENER SET;;;;0;0;efe;
LK94-9;Automatic Door Opener 220VAC;9734.00;6660.00;7659;11194.1;acc;
LK94-7;80mm Operator Shaft Extension;663.00;464.00;533.6;762.45;acc;
BD200;Microwave Sensor for Door Opener;781.00;550.00;632.5;898.15;acc;
SW175;Foot Optical Switch for Door Opener;1061.00;720.00;828;1220.15;acc;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 49;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
ACCESS CONTROL;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
GATE LOCKS;;;;0;0;;
LK28;Gate Lock - Cylinder + Keys;259.50;181.60;208.84;298.425;acc;
LK29-1;Gate Lock - Latch 25mm + Cylinder;452.90;317.00;364.55;520.835;acc;
LK30-1;Gate Lock - Latch 40mm + Cylinder;499.00;349.30;401.695;573.85;acc;
LK32;Gate Lock - Housing ONLY 25mm AC/25;199.00;139.00;159.85;228.85;acc;
LK33;Gate Lock - Housing ONLY 40mm;165.80;122.80;141.22;190.67;acc;
LK72;Gate Lock 15mm + Cyl.;255.00;178.50;205.275;293.25;acc;
;;;;0;0;acc;
LK39;Latch Release - Gate Kit Left;160.00;64.60;74.29;184;acc;
LK40;Latch Release - Inward Open;1452.00;993.00;1141.95;1669.8;acc;
LK41;Latch Release - Gate Kit Right;208.00;145.00;166.75;239.2;acc;
LK42;Latch Release - Outward Open;1378.00;943.00;1084.45;1584.7;acc;
;;;;0;0;acc;
LK55;SEP Maglock Side Mount + QM Bracket;1744.00;1220.25;1403.2875;2005.6;acc;
LK57;SEP Maglock 300Kg Front Mount;1608.00;1125.11;1293.8765;1849.2;acc;
LK61;SEP Maglock Quick Mount Bracket;185.00;128.89;148.2235;212.75;acc;
LK62;SEP Maglock U - Bracket;742.00;518.82;596.643;853.3;acc;
LK63;SEP Maglock Z - Bracket;576.00;402.81;463.2315;662.4;acc;
;;;;0;0;acc;
LK98;CISA Electric Lock Inward Opening RHS Bt;1999.00;1399.00;1608.85;2298.85;acc;
LK98-1;CISA Electric Lock Inward Opening RHS;1943.00;1360.00;1564;2234.45;acc;
LK99;CISA Electric Lock Inward Opening LHS Bt;1859.00;1301.00;1496.15;2137.85;acc;
LK99-1;CISA Electric Lock Inward Opening LHS;1808.00;1265.00;1454.75;2079.2;acc;
LK100;CISA Electric Lock Outward Open RHS Btn;2010.00;1407.00;1618.05;2311.5;acc;
LK100-1;CISA Electric Lock Outward Open RHS;2156.00;1509.00;1735.35;2479.4;acc;
LK101;CISA Electric Lock Outward Open LHS Btn;2152.00;1506.00;1731.9;2474.8;acc;
LK101-1;CISA Electric Lock Outward Open LHS;2016.00;1411.00;1622.65;2318.4;acc;
LK100-2;CISA Electric Dead Lock Latch RHS 12VAC;2263.00;1584.00;1821.6;2602.45;acc;
LK100-3;CISA Electric Dead Lock Latch LHS 12VAC;2263.00;1584.00;1821.6;2602.45;acc;
LK100-4;CISA Electric Swing Gate Lock Btn 12VAC;3308.00;2315.00;2662.25;3804.2;acc;
LK100-5;CISA Electric Swing Gate Lock 12VAC;3522.00;2465.00;2834.75;4050.3;acc;
LK100-6;CISA Elettrika Booster 12-24VDC / VAC;1536.00;1075.00;1236.25;1766.4;acc;
PADLOCKS;;;;0;0;acc;
LK79;Padlock - Inyati 30mm Brass;104.50;73.10;84.065;120.175;acc;
LK79-1;Padlock -  50mm Brass Inyati;216.50;151.50;174.225;248.975;acc;
LK79-3;Padlock - Insurance 70mm;385.00;269.00;309.35;442.75;acc;
LK79-3-1;Padlock - Insurance 90mm;520.00;364.00;418.6;598;acc;
LK79-4;Padlock - Discus 70mm;170.00;118.50;136.275;195.5;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 50;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
KEYPADS;;;;0;0;acc;
LK192-1;Standalone/Wiegand Reader and Keypad;928.00;649.00;746.35;1067.2;acc;
LK12-3;Keypad - NICE EPAD 02 Wireless;785.00;658.85;757.6775;902.75;acc;
LK54-1;Keypad - Keypro Stainless Steel 99 Users;696.00;487.00;560.05;800.4;acc;
LK73;Keypad - Sherlo Wireless 403/433Mhz 9 Ch;647.00;452.74;520.651;744.05;acc;
LK90-2;Rainshield - Smartguard Stainless Steel;546.67;328.00;377.2;628.6705;acc;
LK91-5;Centurion Keypad - Smartguard Black;1153.33;692.00;795.8;1326.3295;acc;
LK91-4;Smart Switch for Smartguard;483.33;290.00;333.5;555.8295;acc;
LK91-7;SmartGuard Air Wireless Keypad - Black;1271.67;763.00;877.45;1462.4205;acc;
LK92;Keypad - Tamper Proof 7 Codes;926.74;698.25;802.9875;1065.751;acc;
LK97;Sentry Wireless Access LED Keypad;790.00;534.00;614.1;908.5;acc;
;PUSH TO EXIT SWITCHES;;;0;0;acc;
SW163;SP S/less Steel IR Touchless Switch 38mm;571.00;399.00;458.85;656.65;acc;
SW163-1;SP S/less Steel IR Touchless Switch 22mm;515.00;349.30;401.695;592.25;acc;
SW163-2;SP Polycarbonate Fireproof IR Touchless;368.00;249.00;286.35;423.2;acc;
SW165;SP No Touch Exit Sensor NO & NC;289.00;196.00;225.4;332.35;acc;
SW165-5;SP Touch to Exit Sensor NO & NC;350.00;244.00;280.6;402.5;acc;
SW165-8;SP Out No-Touch Exit Sensor 12VDC NO/NC;405.00;295.00;339.25;465.75;acc;
SW168;SP Slimline Push Button NO & Com;141.00;99.80;114.77;162.15;acc;
SW168-1;SP Slimline Push Button Illum NO & NC;319.00;215.00;247.25;366.85;acc;
SW169;SP Push Button Illum NO & NC;347.00;236.00;271.4;399.05;acc;
SW171;SP Recessed Door Release Button;71.00;47.80;54.97;81.65;acc;
SW171-1;SP Surface Mnt Door Release Button;76.00;51.80;59.57;87.4;acc;
SW172;SP Surface Mnt Push Button NO & Com;176.00;124.00;142.6;202.4;acc;
SW173;SP Surface Mnt Switch NO & NC;96.00;65.00;74.75;110.4;acc;
SW173-1;SP Surface Mnt Switch Cover NO & NC;208.00;142.00;163.3;239.2;acc;
SW174;SP Surface Slimline Touch Switch NO & NC;432.00;292.90;336.835;496.8;acc;
DC POWER SUPPLIES;;;;0;0;acc;
PS49-1;SP PS 13.6VDC 3Amp Power Store;813.00;554.00;637.1;934.95;acc;
PS49-2;SP PS 13.6VDC 5Amp Power Store;879.00;599.00;688.85;1010.85;acc;
PS49-3;SP Access Control PS 13.6VDC 3Amp Power;879.00;599.00;688.85;1010.85;acc;
PS66;SP PS 24VDC 5Amp Power Store;2497.00;1875.00;2156.25;2871.55;acc;
AC POWER SUPPLIES;;;;0;0;acc;
PS25;PSU - 24VAC 2Amp;581.00;394.00;453.1;668.15;acc;
PS30;T/Former Plug-in 16VAC 1.25A;245.00;175.00;201.25;281.75;acc;
PS51;SP PS 16VAC 2.5Amp Transformer;299.00;214.00;246.1;343.85;acc;
LT19;SP PS 12/16VAC 50VA Protected Transforme;469.00;319.00;366.85;539.35;acc;
SW165-8;SP Out No-Touch Exit Sensor 12VDC NO/NC;;;0;0;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 51;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
RFID TAG SYSTEMS;;;;0;0;acc;
LK192-1;Standalone/Wiegand Reader and Keypad;928.00;649.00;746.35;1067.2;acc;
LK77-1;Proximity Tag - Dallas Type;76.00;53.00;60.95;87.4;acc;
LK142;Proximity Tag Black EM;20.40;13.94;16.031;23.46;acc;
LK143;Proximity Card EM;9.40;6.09;7.0035;10.81;acc;
LK145;Proximity Card 1K MF;18.90;12.91;14.8465;21.735;acc;
LK146;Proximity Reader - SS Dorable Std - 30Us;470.00;329.00;378.35;540.5;acc;
LK147;Proximity Reader - SS Dortag VI;922.00;645.00;741.75;1060.3;acc;
LK148;Prox Reader - SS PICO Prox with Buzzer;649.00;454.00;522.1;746.35;acc;
LK149;Prox Reader - SS Dortag IV Read Ant 5VD;308.00;215.00;247.25;354.2;acc;
LK150;Prox Reader - SS ACCSENS Plus 8 Door;2857.14;2000.00;2300;3285.711;acc;
LK151;Prox Reader - SS RS485 Reader 9-16V DC;800.00;560.00;644;920;acc;
LK156;SS - Audit Trail Software for LK150;419.00;350.00;402.5;481.85;acc;
LK160;Lattice Cont V1 Flush & Surface;2095.00;1257.00;1445.55;2409.25;acc;
LK161;ZAPTAG Green Single Unit;68.33;41.00;47.15;78.5795;acc;
LK162;SOLO / LATTICE Rainshield;575.00;345.00;396.75;661.25;acc;
LK163;SOLO Controller Flush & Surface Mount;1706.67;1024.00;1177.6;1962.6705;acc;
ACCESS PCB's;;;;0;0;acc;
LK14-1;Door Interlock PCB;423.65;319.20;367.08;487.1975;acc;
LK14-2;Door Interlock PCB - 5Door;864.96;651.70;749.455;994.704;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 52;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;acc;
;PAXTON ACCESS CONTROL SYSTEMS;;;0;0;acc;
LK250;Net2 Plus ACU;3757.00;2564.00;2948.6;4320.55;acc;
LK250-1;Net2 Plus ACU PSU Plastic;6449.00;4400.00;5060;7416.35;acc;
LK251;Net2 Plus ACU POE Plastic;7193.00;4908.00;5644.2;8271.95;acc;
LK253-2;Net2 I/O PSU Plastic;7141.00;4872.00;5602.8;8212.15;acc;
LK250-7;Paxton Switch2 Controller 12VDC 1A PSU;2360.00;1610.00;1851.5;2714;acc;
LK250-9;Pax Net2 Enclose PSU Plastic;2209.00;1507.00;1733.05;2540.35;acc;
LK290-6;Net2 Plus Demo Case;12855.00;8771.00;10086.65;14783.25;acc;
;PAXTON ACCESS - READERS;;;0;0;acc;
LK260;Net2 Reader P38;1419.00;968.00;1113.2;1631.85;acc;
LK260-1;Net2 Reader P50;1655.00;1129.00;1298.35;1903.25;acc;
LK260-2;Net2 Reader P75;1891.00;1290.00;1483.5;2174.65;acc;
LK260-3;Net2 Reader P200;2863.00;1953.00;2245.95;3292.45;acc;
LK260-8;Paxton Net2 Reader - Mullion;2529.00;1725.00;1983.75;2908.35;acc;
LK261;Ney2 Keypad Reader KP75;2127.00;1451.00;1668.65;2446.05;acc;
LK261-2;Net2 Keypad Reader KP50;1891.00;1290.00;1483.5;2174.65;acc;
LK261-5;Net2 Keypad K50;991.00;676.00;777.4;1139.65;acc;
LK261-6;Net2 Keypad K75;991.00;676.00;777.4;1139.65;acc;
LK261-11;Paxton Net2 Keypad - TOUCHLOCK Stainless;1752.00;1195.00;1374.25;2014.8;acc;
LK262;Net2 Reader Marine;4994.00;3407.00;3918.05;5743.1;acc;
LK263-7;Pax Net2 Reader Architectural Satin Chro;5618.00;3833.00;4407.95;6460.7;acc;
LK263-8;Pax Net2 Reader Insert Architectural Sto;1432.00;977.00;1123.55;1646.8;acc;
LK265;Net2 Reader Vandal Proof;3258.00;2223.00;2556.45;3746.7;acc;
LK282;Pax Net2 Reader MiFare & EM 125kHz P50;1895.00;1293.00;1486.95;2179.25;acc;
LK282-2;Net2 Keypad Reader Mifare Metal KP75;2954.00;2015.00;2317.25;3397.1;acc;
LK266;Net2 Reader Long Range;6181.00;4217.00;4849.55;7108.15;acc;
LK268;Net2 Reader Energy Saving;2335.00;1593.00;1831.95;2685.25;acc;
LK267;Net2 Desktop Reader;1356.00;925.00;1063.75;1559.4;acc;
LK267-2;Pax Net2 Desktop Reader Magstripe USB;1888.00;1288.00;1481.2;2171.2;acc;
LK267-4;Net2 Reader Caller ID Plastic Housing;6913.00;4725.00;5433.75;7949.95;acc;
LK271-6;Net2 Hands Free Interface Plastic;2391.00;1631.00;1875.65;2749.65;acc;
PAXTON10 ACCESS;;;;0;0;acc;
LK285-1;Paxton10 Door Controller Kit 1;38859.00;26793.00;30811.95;44687.85;acc;
LK285-2;Paxton10 Video Controller Kit 2;36254.00;24997.00;28746.55;41692.1;acc;
LK251-10;Pax10 Video Cont 4A PSU 2 SATA Ports Met;11637.00;7940.00;9131;13382.55;acc;
LK251-11;Paxton10 Alarm Connector;2073.00;1414.00;1626.1;2383.95;acc;
LK251-12;Pax10 Door Cont;7510.00;5124.00;5892.6;8636.5;acc;
LK251-13;Paxton10 Reader Converter;648.00;442.00;508.3;745.2;acc;
LK251-15;Paxton10 Door Controller 12V;9465.00;6458.00;7426.7;10884.75;acc;
LK251-16;Paxton10 Video Controller PoE;11637.00;7940.00;9131;13382.55;acc;
LK251-5;Paxton10 Server;23437.00;15992.00;18390.8;26952.55;acc;
LK251-9;Paxton10 Door Controller PoE;9465.00;6458.00;7426.7;10884.75;acc;
LK261-15;Pax 10 Keypad Reader;3880.00;2647.00;3044.05;4462;acc;
LK265-1;Pax 10 Reader Slimline Vandal Resistant;4229.00;2885.00;3317.75;4863.35;acc;
LK265-2;Pax 10 Reader Slimline;3299.00;2251.00;2588.65;3793.85;acc;
LK265-3;Paxton10 Desktop Reader;3118.00;2127.00;2446.05;3585.7;acc;
LK271-8;Pax 10 Cards / 10 Pack;946.00;645.00;741.75;1087.9;acc;
LK272-10;Pax 10 Keyfobs / 10 Pack;946.00;645.00;741.75;1087.9;acc;
LK272-9;Pax 10 Keyforb Handsfree BLE;846.00;577.00;663.55;972.9;acc;
NW261;Paxton10 Wireless Connector;3880.00;2647.00;3044.05;4462;acc;
CC240;Paxton10 Mini Bullet Camera;6414.72;4384.14;5041.761;7376.928;acc;
CC241;P10 Pro VF Bullet IPC 8MP 2.8-12mm 256GB;8537.00;5825.00;6698.75;9817.55;acc;
;;;;0;0;acc;
Prices are subject to change without prior notice.;;;;0;0;acc;
E&OE. Valid until 31st March 2023.;Page: 53;;;0;0;acc;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;acc;
;;;;0;0;acc;
Trade Price List;;;;0;0;acc;
ACCESS CONTROL;;;;0;0;acc;
